,SampleID,Spike_in_label,Spike_in_ratio,ichorCNA
899,K1936_spike_in__05_from_pool_Liver_label_Liver_replicate_2,Liver,50.0,0.1388
900,K1936_spike_in__0005_from_ZNL15S_label_Lung_replicate_2,Lung,0.5,0.03292
901,K1936_spike_in__0001_from_ZNL15S_label_Lung_replicate_0,Lung,0.1,0.03257
902,K1936_spike_in__0001_from_ZMH051S_label_Liver_replicate_2,Liver,0.1,0.03244
903,K1936_spike_in__01_from_ZMH050S_label_Liver_replicate_2,Liver,10.0,0.03541
904,K1936_spike_in__001_from_ZMH048S_label_Liver_replicate_0,Liver,1.0,0.04462
905,K1936_spike_in__0005_from_ZNL15S_label_Lung_replicate_1,Lung,0.5,0.03284
906,K1936_spike_in__05_from_pool_Liver_label_Liver_replicate_1,Liver,50.0,0.1415
907,K1936_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,Liver,0.1,0.03269
908,K1936_spike_in__0001_from_ZNL08S_label_Lung_replicate_1,Lung,0.1,0.03199
909,K1936_spike_in__0001_from_pool_Liver_label_Liver_replicate_0,Liver,0.1,0.03249
910,K1936_spike_in__01_from_ZMH050S_label_Liver_replicate_1,Liver,10.0,0.03433
911,K1936_spike_in__0001_from_ZNL15S_label_Lung_replicate_2,Lung,0.1,0.03253
912,K1936_spike_in__0001_from_ZMH051S_label_Liver_replicate_0,Liver,0.1,0.03266
913,K1936_spike_in__05_from_pool_Liver_label_Liver_replicate_0,Liver,50.0,0.1371
914,K1936_spike_in__0005_from_ZNL15S_label_Lung_replicate_0,Lung,0.5,0.03346
915,K1936_spike_in__0001_from_ZMH056S_label_Liver_replicate_2,Liver,0.1,0.03249
916,K1936_spike_in__0001_from_pool_Liver_label_Liver_replicate_1,Liver,0.1,0.03253
917,K1936_spike_in__0005_from_ZNL08S_label_Lung_replicate_2,Lung,0.5,0.03073
918,K1936_spike_in__0001_from_ZNL08S_label_Lung_replicate_0,Lung,0.1,0.03254
919,K1936_spike_in__001_from_ZMH048S_label_Liver_replicate_2,Liver,1.0,0.04513
920,K1936_spike_in__01_from_ZMH050S_label_Liver_replicate_0,Liver,10.0,0.03507
921,K1936_spike_in__0001_from_ZMH053S_label_Liver_replicate_2,Liver,0.1,0.03224
922,K1936_spike_in__01_from_ZNL15S_label_Lung_replicate_1,Lung,10.0,0.06482
923,K1936_spike_in__005_from_ZNL08S_label_Lung_replicate_1,Lung,5.0,0.05125
924,K1936_spike_in__0001_from_pool_Lung_label_Lung_replicate_1,Lung,0.1,0.03264
925,K1936_spike_in__001_from_ZNL15S_label_Lung_replicate_1,Lung,1.0,0.03185
926,K1936_spike_in__001_from_ZMH050S_label_Liver_replicate_0,Liver,1.0,0.02986
927,K1936_spike_in__01_from_ZMH048S_label_Liver_replicate_2,Liver,10.0,0.09463
928,K1936_spike_in__01_from_ZNL15S_label_Lung_replicate_0,Lung,10.0,0.0639
929,K1936_spike_in__01_from_ZNL08S_label_Lung_replicate_2,Lung,10.0,0.08295
930,K1936_spike_in__005_from_ZNL08S_label_Lung_replicate_0,Lung,5.0,0.05066
931,K1936_spike_in__001_from_ZNL08S_label_Lung_replicate_2,Lung,1.0,0.0318
932,K1936_spike_in__001_from_ZNL15S_label_Lung_replicate_0,Lung,1.0,0.03942
933,K1936_spike_in__001_from_ZMH050S_label_Liver_replicate_1,Liver,1.0,0.03073
934,K1936_spike_in__005_from_ZNL15S_label_Lung_replicate_2,Lung,5.0,0.04301
935,K1936_spike_in__0001_from_pool_Lung_label_Lung_replicate_0,Lung,0.1,0.03273
936,K1936_spike_in__01_from_ZNL08S_label_Lung_replicate_1,Lung,10.0,0.05818
937,K1936_spike_in__0001_from_ZMH053S_label_Liver_replicate_0,Liver,0.1,0.03257
938,K1936_spike_in__01_from_ZMH048S_label_Liver_replicate_0,Liver,10.0,0.0948
939,K1936_spike_in__001_from_ZMH050S_label_Liver_replicate_2,Liver,1.0,0.03139
940,K1936_spike_in__005_from_ZNL15S_label_Lung_replicate_1,Lung,5.0,0.04175
941,K1936_spike_in__001_from_ZNL08S_label_Lung_replicate_1,Lung,1.0,0.03062
942,K1936_spike_in__01_from_ZNL08S_label_Lung_replicate_0,Lung,10.0,0.08098
943,K1936_spike_in__01_from_ZNL15S_label_Lung_replicate_2,Lung,10.0,0.06482
944,K1936_spike_in__0001_from_ZMH053S_label_Liver_replicate_1,Liver,0.1,0.03238
945,K1936_spike_in__005_from_ZNL15S_label_Lung_replicate_0,Lung,5.0,0.04099
946,K1936_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,Lung,0.1,0.03245
947,K1936_spike_in__01_from_ZMH048S_label_Liver_replicate_1,Liver,10.0,0.09389
948,K1936_spike_in__001_from_ZNL15S_label_Lung_replicate_2,Lung,1.0,0.03229
949,K1936_spike_in__001_from_ZNL08S_label_Lung_replicate_0,Lung,1.0,0.02991
950,K1936_spike_in__005_from_ZNL08S_label_Lung_replicate_2,Lung,5.0,0.0515
951,K1936_spike_in__005_from_ZNL07S_label_Lung_replicate_0,Lung,5.0,0.01474
952,K1936_spike_in__001_from_ZNL07S_label_Lung_replicate_2,Lung,1.0,0.01716
953,K1936_spike_in__005_from_ZMH053S_label_Liver_replicate_2,Liver,5.0,0.02992
954,K1936_spike_in__0005_from_ZMH050S_label_Liver_replicate_0,Liver,0.5,0.03129
955,K1936_spike_in__01_from_ZNL07S_label_Lung_replicate_2,Lung,10.0,0.04921
956,K1936_spike_in__005_from_ZNL07S_label_Lung_replicate_1,Lung,5.0,0.01542
957,K1936_spike_in__001_from_pool_Liver_label_Liver_replicate_2,Liver,1.0,0.02993
958,K1936_spike_in__01_from_pool_Lung_label_Lung_replicate_2,Lung,10.0,0.03594
959,K1936_spike_in__0005_from_ZMH050S_label_Liver_replicate_1,Liver,0.5,0.03102
960,K1936_spike_in__005_from_ZMH053S_label_Liver_replicate_0,Liver,5.0,0.03058
961,K1936_spike_in__001_from_ZNL07S_label_Lung_replicate_0,Lung,1.0,0.02904
962,K1936_spike_in__005_from_ZNL07S_label_Lung_replicate_2,Lung,5.0,0.01493
963,K1936_spike_in__01_from_ZNL07S_label_Lung_replicate_0,Lung,10.0,0.0506
964,K1936_spike_in__001_from_pool_Liver_label_Liver_replicate_1,Liver,1.0,0.03025
965,K1936_spike_in__0005_from_ZMH050S_label_Liver_replicate_2,Liver,0.5,0.03231
966,K1936_spike_in__01_from_pool_Lung_label_Lung_replicate_1,Lung,10.0,0.03681
967,K1936_spike_in__005_from_ZMH053S_label_Liver_replicate_1,Liver,5.0,0.04853
968,K1936_spike_in__001_from_ZNL07S_label_Lung_replicate_1,Lung,1.0,0.02914
969,K1936_spike_in__01_from_ZNL07S_label_Lung_replicate_1,Lung,10.0,0.04819
970,K1936_spike_in__01_from_pool_Lung_label_Lung_replicate_0,Lung,10.0,0.03612
971,K1936_spike_in__001_from_pool_Liver_label_Liver_replicate_0,Liver,1.0,0.02915
972,K1936_spike_in__01_from_ZMH051S_label_Liver_replicate_0,Liver,10.0,0.07524
973,K1936_spike_in__01_from_ZMH056S_label_Liver_replicate_2,Liver,10.0,0.07432
974,K1936_spike_in__001_from_ZMH053S_label_Liver_replicate_2,Liver,1.0,0.03056
975,K1936_spike_in__0001_from_ZMH050S_label_Liver_replicate_0,Liver,0.1,0.03263
976,K1936_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03862
977,K1936_spike_in__01_from_ZMH051S_label_Liver_replicate_1,Liver,10.0,0.07899
978,K1936_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.04887
979,K1936_spike_in__0001_from_ZMH050S_label_Liver_replicate_1,Liver,0.1,0.03227
980,K1936_spike_in__01_from_ZMH056S_label_Liver_replicate_0,Liver,10.0,0.07066
981,K1936_spike_in__001_from_ZMH053S_label_Liver_replicate_0,Liver,1.0,0.03298
982,K1936_spike_in__01_from_ZMH051S_label_Liver_replicate_2,Liver,10.0,0.07977
983,K1936_spike_in__0001_from_ZMH050S_label_Liver_replicate_2,Liver,0.1,0.03217
984,K1936_spike_in__001_from_ZMH053S_label_Liver_replicate_1,Liver,1.0,0.03265
985,K1936_spike_in__01_from_ZMH056S_label_Liver_replicate_1,Liver,10.0,0.06904
986,K1936_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03937
987,K1936_spike_in__0005_from_ZNL09S_label_Lung_replicate_0,Lung,0.5,0.03092
988,K1936_spike_in__0001_from_ZNL09S_label_Lung_replicate_2,Lung,0.1,0.0324
989,K1936_spike_in__0005_from_ZMH053S_label_Liver_replicate_2,Liver,0.5,0.03127
990,K1936_spike_in__0001_from_ZNL14S_label_Lung_replicate_0,Lung,0.1,0.03255
991,K1936_spike_in__0005_from_ZNL14S_label_Lung_replicate_2,Lung,0.5,0.03265
992,K1936_spike_in__005_from_ZMH050S_label_Liver_replicate_0,Liver,5.0,0.04331
993,K1936_spike_in__0005_from_ZNL09S_label_Lung_replicate_1,Lung,0.5,0.03228
994,K1936_spike_in__0001_from_ZNL14S_label_Lung_replicate_1,Lung,0.1,0.03292
995,K1936_spike_in__005_from_ZMH050S_label_Liver_replicate_1,Liver,5.0,0.01581
996,K1936_spike_in__001_from_pool_Lung_label_Lung_replicate_2,Lung,1.0,0.03199
997,K1936_spike_in__0005_from_ZNL14S_label_Lung_replicate_0,Lung,0.5,0.03292
998,K1936_spike_in__0001_from_ZNL14S_label_Lung_replicate_2,Lung,0.1,0.03325
999,K1936_spike_in__0001_from_ZNL09S_label_Lung_replicate_0,Lung,0.1,0.03218
1000,K1936_spike_in__0005_from_ZMH053S_label_Liver_replicate_0,Liver,0.5,0.03305
1001,K1936_spike_in__0005_from_ZNL09S_label_Lung_replicate_2,Lung,0.5,0.03215
1002,K1936_spike_in__001_from_pool_Lung_label_Lung_replicate_1,Lung,1.0,0.03216
1003,K1936_spike_in__005_from_ZMH050S_label_Liver_replicate_2,Liver,5.0,0.03256
1004,K1936_spike_in__0005_from_ZNL14S_label_Lung_replicate_1,Lung,0.5,0.03244
1005,K1936_spike_in__0005_from_ZMH053S_label_Liver_replicate_1,Liver,0.5,0.03257
1006,K1936_spike_in__0001_from_ZNL09S_label_Lung_replicate_1,Lung,0.1,0.03266
1007,K1936_spike_in__001_from_pool_Lung_label_Lung_replicate_0,Lung,1.0,0.03115
1008,K0006_spike_in__001_from_ZMG051S_label_Gastric_replicate_2,Gastric,1.0,0.02855
1009,K0006_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1,Gastric,0.5,0.02832
1010,K0006_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0,Gastric,0.1,0.02832
1011,K0006_spike_in__0005_from_ZMG046S_label_Gastric_replicate_2,Gastric,0.5,0.02807
1012,K0006_spike_in__01_from_ZMG063S_label_Gastric_replicate_0,Gastric,10.0,0.03177
1013,K0006_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0,Gastric,0.5,0.02872
1014,K0006_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1,Gastric,0.1,0.02818
1015,K0006_spike_in__005_from_ZMG051S_label_Gastric_replicate_2,Gastric,5.0,0.02914
1016,K0006_spike_in__0001_from_ZMG046S_label_Gastric_replicate_2,Gastric,0.1,0.02825
1017,K0006_spike_in__01_from_ZMG063S_label_Gastric_replicate_1,Gastric,10.0,0.03161
1018,K0006_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,Gastric,0.1,0.02838
1019,K0006_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,Gastric,5.0,0.02936
1020,K0006_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,Gastric,1.0,0.02795
1021,K0006_spike_in__0001_from_ZMG046S_label_Gastric_replicate_1,Gastric,0.1,0.02829
1022,K0006_spike_in__01_from_ZMG063S_label_Gastric_replicate_2,Gastric,10.0,0.03487
1023,K0006_spike_in__0005_from_ZMG046S_label_Gastric_replicate_0,Gastric,0.5,0.0285
1024,K0006_spike_in__005_from_ZMG051S_label_Gastric_replicate_0,Gastric,5.0,0.02858
1025,K0006_spike_in__001_from_ZMG051S_label_Gastric_replicate_1,Gastric,1.0,0.029
1026,K0006_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2,Gastric,0.5,0.02873
1027,K0006_spike_in__0001_from_ZMG046S_label_Gastric_replicate_0,Gastric,0.1,0.02832
1028,K0006_spike_in__0005_from_ZMG046S_label_Gastric_replicate_1,Gastric,0.5,0.02847
1029,K0006_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,5.0,0.03014
1030,K0006_spike_in__0005_from_ZMG059S_label_Gastric_replicate_2,Gastric,0.5,0.02825
1031,K0006_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.03124
1032,K0006_spike_in__0001_from_ZMG059S_label_Gastric_replicate_2,Gastric,0.1,0.02838
1033,K0006_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,5.0,0.03099
1034,K0006_spike_in__0005_from_ZMG059S_label_Gastric_replicate_0,Gastric,0.5,0.02843
1035,K0006_spike_in__0001_from_ZMG059S_label_Gastric_replicate_1,Gastric,0.1,0.02829
1036,K0006_spike_in__0005_from_ZMG059S_label_Gastric_replicate_1,Gastric,0.5,0.02828
1037,K0006_spike_in__0001_from_ZMG059S_label_Gastric_replicate_0,Gastric,0.1,0.02833
1038,K0006_spike_in__005_from_ZMG063S_label_Gastric_replicate_2,Gastric,5.0,0.02728
1039,K0006_spike_in__01_from_ZMG051S_label_Gastric_replicate_1,Gastric,10.0,0.02963
1040,K0006_spike_in__001_from_pool_Gastric_label_Gastric_replicate_0,Gastric,1.0,0.02786
1041,K0006_spike_in__001_from_ZMG063S_label_Gastric_replicate_2,Gastric,1.0,0.02861
1042,K0006_spike_in__01_from_ZMG051S_label_Gastric_replicate_0,Gastric,10.0,0.03054
1043,K0006_spike_in__001_from_pool_Gastric_label_Gastric_replicate_1,Gastric,1.0,0.02817
1044,K0006_spike_in__001_from_ZMG063S_label_Gastric_replicate_1,Gastric,1.0,0.02881
1045,K0006_spike_in__005_from_ZMG063S_label_Gastric_replicate_0,Gastric,5.0,0.02955
1046,K0006_spike_in__001_from_pool_Gastric_label_Gastric_replicate_2,Gastric,1.0,0.02853
1047,K0006_spike_in__001_from_ZMG063S_label_Gastric_replicate_0,Gastric,1.0,0.02855
1048,K0006_spike_in__005_from_ZMG063S_label_Gastric_replicate_1,Gastric,5.0,0.02914
1049,K0006_spike_in__01_from_ZMG051S_label_Gastric_replicate_2,Gastric,10.0,0.02923
1050,K0006_spike_in__01_from_ZMG059S_label_Gastric_replicate_2,Gastric,10.0,0.02836
1051,K0006_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,Gastric,10.0,0.02931
1052,K0006_spike_in__01_from_ZMG059S_label_Gastric_replicate_0,Gastric,10.0,0.02954
1053,K0006_spike_in__0001_from_ZMG063S_label_Gastric_replicate_0,Gastric,0.1,0.02833
1054,K0006_spike_in__0005_from_ZMG063S_label_Gastric_replicate_1,Gastric,0.5,0.02844
1055,K0006_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,Gastric,10.0,0.04274
1056,K0006_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,0.5,0.02815
1057,K0006_spike_in__01_from_ZMG046S_label_Gastric_replicate_2,Gastric,10.0,0.02886
1058,K0006_spike_in__0001_from_ZMG063S_label_Gastric_replicate_1,Gastric,0.1,0.02834
1059,K0006_spike_in__0005_from_ZMG063S_label_Gastric_replicate_0,Gastric,0.5,0.02836
1060,K0006_spike_in__01_from_pool_Gastric_label_Gastric_replicate_2,Gastric,10.0,0.03219
1061,K0006_spike_in__01_from_ZMG048S_label_Gastric_replicate_1,Gastric,10.0,0.04556
1062,K0006_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,0.5,0.02835
1063,K0006_spike_in__01_from_ZMG046S_label_Gastric_replicate_1,Gastric,10.0,0.03038
1064,K0006_spike_in__0001_from_ZMG063S_label_Gastric_replicate_2,Gastric,0.1,0.02843
1065,K0006_spike_in__01_from_ZMG048S_label_Gastric_replicate_2,Gastric,10.0,0.04488
1066,K0006_spike_in__01_from_pool_Gastric_label_Gastric_replicate_1,Gastric,10.0,0.03071
1067,K0006_spike_in__0005_from_ZMG063S_label_Gastric_replicate_2,Gastric,0.5,0.02839
1068,K0006_spike_in__01_from_ZMG046S_label_Gastric_replicate_0,Gastric,10.0,0.03046
1069,K0006_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,0.5,0.02867
1070,K0006_spike_in__01_from_pool_Gastric_label_Gastric_replicate_0,Gastric,10.0,0.03118
1071,K0006_spike_in__0005_from_ZMG051S_label_Gastric_replicate_0,Gastric,0.5,0.02802
1072,K0006_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,Gastric,5.0,0.03496
1073,K0006_spike_in__0001_from_ZMG051S_label_Gastric_replicate_1,Gastric,0.1,0.02843
1074,K0006_spike_in__001_from_ZMG046S_label_Gastric_replicate_0,Gastric,1.0,0.02865
1075,K0006_spike_in__005_from_ZMG046S_label_Gastric_replicate_1,Gastric,5.0,0.03002
1076,K0006_spike_in__0005_from_ZMG051S_label_Gastric_replicate_1,Gastric,0.5,0.02856
1077,K0006_spike_in__001_from_ZMG048S_label_Gastric_replicate_2,Gastric,1.0,0.02912
1078,K0006_spike_in__0001_from_ZMG051S_label_Gastric_replicate_0,Gastric,0.1,0.02832
1079,K0006_spike_in__001_from_ZMG046S_label_Gastric_replicate_1,Gastric,1.0,0.02846
1080,K0006_spike_in__005_from_ZMG046S_label_Gastric_replicate_0,Gastric,5.0,0.02964
1081,K0006_spike_in__005_from_ZMG048S_label_Gastric_replicate_0,Gastric,5.0,0.03651
1082,K0006_spike_in__0005_from_ZMG051S_label_Gastric_replicate_2,Gastric,0.5,0.02831
1083,K0006_spike_in__001_from_ZMG048S_label_Gastric_replicate_1,Gastric,1.0,0.02927
1084,K0006_spike_in__001_from_ZMG046S_label_Gastric_replicate_2,Gastric,1.0,0.02811
1085,K0006_spike_in__005_from_ZMG048S_label_Gastric_replicate_1,Gastric,5.0,0.03576
1086,K0006_spike_in__0001_from_ZMG051S_label_Gastric_replicate_2,Gastric,0.1,0.02829
1087,K0006_spike_in__001_from_ZMG048S_label_Gastric_replicate_0,Gastric,1.0,0.02985
1088,K0006_spike_in__005_from_ZMG046S_label_Gastric_replicate_2,Gastric,5.0,0.02942
1089,K0006_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_1,Gastric,0.1,0.02829
1090,K0006_spike_in__005_from_ZMG059S_label_Gastric_replicate_1,Gastric,5.0,0.02863
1091,K0006_spike_in__001_from_ZMG059S_label_Gastric_replicate_0,Gastric,1.0,0.02871
1092,K0006_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,Gastric,50.0,0.05624
1093,K0006_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_0,Gastric,0.1,0.02834
1094,K0006_spike_in__005_from_ZMG059S_label_Gastric_replicate_0,Gastric,5.0,0.02914
1095,K0006_spike_in__001_from_ZMG059S_label_Gastric_replicate_1,Gastric,1.0,0.02829
1096,K0006_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,Gastric,50.0,0.05726
1097,K0006_spike_in__001_from_ZMG059S_label_Gastric_replicate_2,Gastric,1.0,0.02811
1098,K0006_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_2,Gastric,0.1,0.02851
1099,K0006_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,Gastric,50.0,0.05664
1100,K0006_spike_in__005_from_ZMG059S_label_Gastric_replicate_2,Gastric,5.0,0.02787
1101,K1AB28_spike_in__0005_from_ZNC03S_label_CRC_replicate_2,CRC,0.5,0.04659
1102,K1AB28_spike_in__005_from_ZNC04S_label_CRC_replicate_0,CRC,5.0,0.0421
1103,K1AB28_spike_in__001_from_ZNC03S_label_CRC_replicate_1,CRC,1.0,0.04735
1104,K1AB28_spike_in__001_from_pool_CRC_label_CRC_replicate_1,CRC,1.0,0.03721
1105,K1AB28_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,CRC,0.1,0.03676
1106,K1AB28_spike_in__05_from_ZNC19S_label_CRC_replicate_2,CRC,50.0,0.3215
1107,K1AB28_spike_in__005_from_ZNC04S_label_CRC_replicate_1,CRC,5.0,0.04303
1108,K1AB28_spike_in__001_from_pool_CRC_label_CRC_replicate_0,CRC,1.0,0.05128
1109,K1AB28_spike_in__001_from_ZNC03S_label_CRC_replicate_0,CRC,1.0,0.05402
1110,K1AB28_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,CRC,0.1,0.03649
1111,K1AB28_spike_in__05_from_ZNC19S_label_CRC_replicate_1,CRC,50.0,0.3279
1112,K1AB28_spike_in__0005_from_ZNC03S_label_CRC_replicate_0,CRC,0.5,0.03693
1113,K1AB28_spike_in__005_from_ZNC04S_label_CRC_replicate_2,CRC,5.0,0.03988
1114,K1AB28_spike_in__05_from_ZNC19S_label_CRC_replicate_0,CRC,50.0,0.3263
1115,K1AB28_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,CRC,0.1,0.03682
1116,K1AB28_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,CRC,0.5,0.04771
1117,K1AB28_spike_in__001_from_pool_CRC_label_CRC_replicate_2,CRC,1.0,0.0458
1118,K1AB28_spike_in__001_from_ZNC03S_label_CRC_replicate_2,CRC,1.0,0.0488
1119,K1AB28_spike_in__001_from_ZNC19S_label_CRC_replicate_2,CRC,1.0,0.05286
1120,K1AB28_spike_in__0005_from_pool_CRC_label_CRC_replicate_0,CRC,0.5,0.03689
1121,K1AB28_spike_in__05_from_ZNC03S_label_CRC_replicate_0,CRC,50.0,0.05107
1122,K1AB28_spike_in__01_from_ZNC04S_label_CRC_replicate_1,CRC,10.0,0.05042
1123,K1AB28_spike_in__0005_from_ZNC19S_label_CRC_replicate_1,CRC,0.5,0.05153
1124,K1AB28_spike_in__05_from_ZNC03S_label_CRC_replicate_1,CRC,50.0,0.05035
1125,K1AB28_spike_in__0005_from_pool_CRC_label_CRC_replicate_1,CRC,0.5,0.04677
1126,K1AB28_spike_in__0005_from_ZNC19S_label_CRC_replicate_0,CRC,0.5,0.02336
1127,K1AB28_spike_in__01_from_ZNC04S_label_CRC_replicate_0,CRC,10.0,0.04934
1128,K1AB28_spike_in__001_from_ZNC19S_label_CRC_replicate_0,CRC,1.0,0.05072
1129,K1AB28_spike_in__05_from_ZNC03S_label_CRC_replicate_2,CRC,50.0,0.04778
1130,K1AB28_spike_in__0005_from_pool_CRC_label_CRC_replicate_2,CRC,0.5,0.05175
1131,K1AB28_spike_in__001_from_ZNC19S_label_CRC_replicate_1,CRC,1.0,0.05245
1132,K1AB28_spike_in__01_from_ZNC04S_label_CRC_replicate_2,CRC,10.0,0.05138
1133,K1AB28_spike_in__0005_from_ZNC19S_label_CRC_replicate_2,CRC,0.5,0.05247
1134,K1AB28_spike_in__0001_from_ZNC01S_label_CRC_replicate_0,CRC,0.1,0.05128
1135,K1AB28_spike_in__01_from_ZNC05S_label_CRC_replicate_0,CRC,10.0,0.05461
1136,K1AB28_spike_in__05_from_pool_CRC_label_CRC_replicate_2,CRC,50.0,0.06738
1137,K1AB28_spike_in__0001_from_ZNC01S_label_CRC_replicate_1,CRC,0.1,0.0368
1138,K1AB28_spike_in__005_from_ZNC01S_label_CRC_replicate_2,CRC,5.0,0.05594
1139,K1AB28_spike_in__01_from_ZNC05S_label_CRC_replicate_1,CRC,10.0,0.04836
1140,K1AB28_spike_in__0001_from_ZNC01S_label_CRC_replicate_2,CRC,0.1,0.05254
1141,K1AB28_spike_in__05_from_pool_CRC_label_CRC_replicate_1,CRC,50.0,0.063
1142,K1AB28_spike_in__01_from_ZNC05S_label_CRC_replicate_2,CRC,10.0,0.04993
1143,K1AB28_spike_in__005_from_ZNC01S_label_CRC_replicate_1,CRC,5.0,0.05106
1144,K1AB28_spike_in__05_from_pool_CRC_label_CRC_replicate_0,CRC,50.0,0.06443
1145,K1AB28_spike_in__005_from_ZNC01S_label_CRC_replicate_0,CRC,5.0,0.03306
1146,K1AB28_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,CRC,0.1,0.05043
1147,K1AB28_spike_in__005_from_ZNC05S_label_CRC_replicate_1,CRC,5.0,0.04188
1148,K1AB28_spike_in__01_from_ZNC01S_label_CRC_replicate_2,CRC,10.0,0.05297
1149,K1AB28_spike_in__005_from_ZNC05S_label_CRC_replicate_0,CRC,5.0,0.04326
1150,K1AB28_spike_in__0001_from_ZNC05S_label_CRC_replicate_0,CRC,0.1,0.0369
1151,K1AB28_spike_in__01_from_ZNC01S_label_CRC_replicate_0,CRC,10.0,0.03176
1152,K1AB28_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,CRC,0.1,0.03693
1153,K1AB28_spike_in__01_from_ZNC01S_label_CRC_replicate_1,CRC,10.0,0.05114
1154,K1AB28_spike_in__005_from_ZNC05S_label_CRC_replicate_2,CRC,5.0,0.0461
1155,K1AB28_spike_in__0001_from_ZNC03S_label_CRC_replicate_2,CRC,0.1,0.0486
1156,K1AB28_spike_in__005_from_pool_CRC_label_CRC_replicate_0,CRC,5.0,0.03662
1157,K1AB28_spike_in__001_from_ZNC04S_label_CRC_replicate_0,CRC,1.0,0.03628
1158,K1AB28_spike_in__005_from_ZNC03S_label_CRC_replicate_1,CRC,5.0,0.05062
1159,K1AB28_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,CRC,0.5,0.03639
1160,K1AB28_spike_in__01_from_ZNC19S_label_CRC_replicate_2,CRC,10.0,0.06397
1161,K1AB28_spike_in__001_from_ZNC04S_label_CRC_replicate_1,CRC,1.0,0.03597
1162,K1AB28_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.0374
1163,K1AB28_spike_in__005_from_ZNC03S_label_CRC_replicate_0,CRC,5.0,0.06128
1164,K1AB28_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,CRC,0.5,0.03598
1165,K1AB28_spike_in__01_from_ZNC19S_label_CRC_replicate_1,CRC,10.0,0.06449
1166,K1AB28_spike_in__0001_from_ZNC03S_label_CRC_replicate_0,CRC,0.1,0.05184
1167,K1AB28_spike_in__001_from_ZNC04S_label_CRC_replicate_2,CRC,1.0,0.03579
1168,K1AB28_spike_in__005_from_pool_CRC_label_CRC_replicate_2,CRC,5.0,0.03422
1169,K1AB28_spike_in__01_from_ZNC19S_label_CRC_replicate_0,CRC,10.0,0.06479
1170,K1AB28_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,CRC,0.5,0.03642
